作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
回答開始,2019-06-22 04:12:59,yoko04351,47,青森県,黒石市,dq30,,,dq30-62,6,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:12:59,yoko04351,47,青森県,黒石市,dq30,,,dq30-23,5,mariko06981k,7,,,16.39,10,16.4,
回答開始,2019-06-22 04:13:08,yoko04351,47,青森県,黒石市,dq30,,,dq30-62,7,mariko06981k,,,,16.39,10,16.4,
誤答,2019-06-22 04:13:08,yoko04351,47,青森県,黒石市,dq30,,,dq30-62,6,mariko06981k,6,,,16.39,10,16.4,
誤答,2019-06-22 04:13:21,yoko04351,47,青森県,黒石市,dq30,,,dq30-36,8,mariko06981k,0,,,16.39,10,16.4,
不合格7度目,2019-06-22 04:13:21,yoko04351,47,青森県,黒石市,dq30,,,,,mariko06981k,59,0,0,16.39,10,16.4,
回答開始,2019-06-22 04:13:35,yoko04351,47,青森県,黒石市,dq30,,,dq30-36,0,mariko06981k,,,,16.39,10,16.4,
回答開始,2019-06-22 04:13:42,yoko04351,47,青森県,黒石市,dq30,,,dq30-48,1,mariko06981k,,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:00,yoko04351,47,青森県,黒石市,dq30,,,dq30-24,2,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:00,yoko04351,47,青森県,黒石市,dq30,,,dq30-48,1,mariko06981k,15,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:12,yoko04351,47,青森県,黒石市,dq30,,,dq30-60,3,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:12,yoko04351,47,青森県,黒石市,dq30,,,dq30-24,2,mariko06981k,10,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:22,yoko04351,47,青森県,黒石市,dq30,,,dq30-62,4,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:22,yoko04351,47,青森県,黒石市,dq30,,,dq30-60,3,mariko06981k,8,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:32,yoko04351,47,青森県,黒石市,dq30,,,dq30-41,5,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:32,yoko04351,47,青森県,黒石市,dq30,,,dq30-62,4,mariko06981k,7,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:42,yoko04351,47,青森県,黒石市,dq30,,,dq30-39,6,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:42,yoko04351,47,青森県,黒石市,dq30,,,dq30-41,5,mariko06981k,5,,,16.39,10,16.4,
回答開始,2019-06-22 04:14:51,yoko04351,47,青森県,黒石市,dq30,,,dq30-59,7,mariko06981k,,,,16.39,10,16.4,
正答,2019-06-22 04:14:51,yoko04351,47,青森県,黒石市,dq30,,,dq30-39,6,mariko06981k,5,,,16.39,10,16.4,
正答,2019-06-22 04:15:02,yoko04351,47,青森県,黒石市,dq30,,,dq30-59,7,mariko06981k,9,,,16.39,10,16.4,
合格,2019-06-22 04:15:27,yoko04351,47,青森県,黒石市,dq30,,,,,mariko06981k,64,0.45,0.05,16.89,10,16.89,
回答開始,2019-08-12 03:24:18,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-33,1,keiko03851k,,,,11.44,10,11.44,
回答開始,2019-08-12 03:24:27,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-6,2,keiko03851k,,,,11.44,10,11.44,
正答,2019-08-12 03:24:27,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-33,1,keiko03851k,8,,,11.44,10,11.44,
回答開始,2019-08-12 03:24:33,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-28,3,keiko03851k,,,,11.44,10,11.44,
正答,2019-08-12 03:24:33,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-6,2,keiko03851k,5,,,11.44,10,11.44,
回答開始,2019-08-12 03:24:41,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-36,4,keiko03851k,,,,11.44,10,11.44,
誤答,2019-08-12 03:24:41,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-28,3,keiko03851k,6,,,11.44,10,11.44,
回答開始,2019-08-12 03:24:49,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-36,5,keiko03851k,,,,11.44,10,11.44,
誤答,2019-08-12 03:24:49,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-36,4,keiko03851k,5,,,11.44,10,11.44,
誤答,2019-08-12 03:24:53,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-3,6,keiko03851k,0,,,11.44,10,11.44,
不合格2度目,2019-08-12 03:24:53,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,,,keiko03851k,34,0,0,11.44,10,11.44,
回答開始,2019-08-12 03:25:13,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-20,0,keiko03851k,,,,11.44,10,11.44,
回答開始,2019-08-12 03:25:28,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-27,1,keiko03851k,,,,11.44,10,11.44,
回答開始,2019-08-12 03:26:04,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-27,2,keiko03851k,,,,11.44,10,11.44,
誤答,2019-08-12 03:26:04,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-27,1,keiko03851k,31,,,11.44,10,11.44,
誤答,2019-08-12 03:26:15,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,dq29-29,3,keiko03851k,0,,,11.44,10,11.44,
不合格3度目,2019-08-12 03:26:15,shiori09541k,30,神奈川県,三浦郡葉山町,dq29,,,,,keiko03851k,40,0,0,11.44,10,11.44,
回答開始,2019-08-13 09:13:47,daichi08922,14,茨城県,水戸市,dq30,,,dq30-28,1,mariko06981k,,,,0.94,10,0.94,
回答開始,2019-08-13 09:13:59,daichi08922,14,茨城県,水戸市,dq30,,,dq30-27,2,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:13:59,daichi08922,14,茨城県,水戸市,dq30,,,dq30-28,1,mariko06981k,10,,,0.94,10,0.94,
回答開始,2019-08-13 09:14:09,daichi08922,14,茨城県,水戸市,dq30,,,dq30-5,3,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:14:09,daichi08922,14,茨城県,水戸市,dq30,,,dq30-27,2,mariko06981k,8,,,0.94,10,0.94,
回答開始,2019-08-13 09:14:21,daichi08922,14,茨城県,水戸市,dq30,,,dq30-47,4,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:14:21,daichi08922,14,茨城県,水戸市,dq30,,,dq30-5,3,mariko06981k,10,,,0.94,10,0.94,
回答開始,2019-08-13 09:14:32,daichi08922,14,茨城県,水戸市,dq30,,,dq30-43,5,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:14:32,daichi08922,14,茨城県,水戸市,dq30,,,dq30-47,4,mariko06981k,9,,,0.94,10,0.94,
回答開始,2019-08-13 09:14:42,daichi08922,14,茨城県,水戸市,dq30,,,dq30-9,6,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:14:42,daichi08922,14,茨城県,水戸市,dq30,,,dq30-43,5,mariko06981k,9,,,0.94,10,0.94,
回答開始,2019-08-13 09:14:51,daichi08922,14,茨城県,水戸市,dq30,,,dq30-9,7,mariko06981k,,,,0.94,10,0.94,
正答,2019-08-13 09:14:51,daichi08922,14,茨城県,水戸市,dq30,,,dq30-9,6,mariko06981k,8,,,0.94,10,0.94,
合格,2019-08-13 09:15:17,daichi08922,14,茨城県,水戸市,dq30,,,,,mariko06981k,64,0.45,0.05,1.43,10,1.43,
回答開始,2019-08-16 02:57:33,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-59,1,mariko06981k,,,,10.32,10,0,
回答開始,2019-08-16 02:57:43,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-58,2,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:57:43,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-59,1,mariko06981k,9,,,10.32,10,0,
回答開始,2019-08-16 02:57:52,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-13,3,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:57:52,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-58,2,mariko06981k,8,,,10.32,10,0,
回答開始,2019-08-16 02:58:02,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-42,4,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:58:02,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-13,3,mariko06981k,9,,,10.32,10,0,
回答開始,2019-08-16 02:58:09,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-23,5,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:58:09,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-42,4,mariko06981k,6,,,10.32,10,0,
回答開始,2019-08-16 02:58:16,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-15,6,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:58:16,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-23,5,mariko06981k,6,,,10.32,10,0,
回答開始,2019-08-16 02:58:25,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-15,7,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 02:58:25,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-15,6,mariko06981k,7,,,10.32,10,0,
誤答,2019-08-16 02:59:42,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-24,8,mariko06981k,0,,,10.32,10,0,
不合格1度目,2019-08-16 02:59:42,riyoko03951,6,神奈川県,藤沢市,dq30,,,,,mariko06981k,56,0,0,10.32,10,0,
回答開始,2019-08-16 02:59:57,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-42,0,mariko06981k,,,,10.32,10,0,
回答開始,2019-08-16 03:00:02,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-48,1,mariko06981k,,,,10.32,10,0,
回答開始,2019-08-16 03:00:10,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-43,2,mariko06981k,,,,10.32,10,0,
誤答,2019-08-16 03:00:10,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-48,1,mariko06981k,7,,,10.32,10,0,
回答開始,2019-08-16 03:00:16,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-64,3,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 03:00:16,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-43,2,mariko06981k,5,,,10.32,10,0,
回答開始,2019-08-16 03:00:21,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-30,4,mariko06981k,,,,10.32,10,0,
正答,2019-08-16 03:00:21,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-64,3,mariko06981k,3,,,10.32,10,0,
回答開始,2019-08-16 03:00:30,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-30,5,mariko06981k,,,,10.32,10,0,
誤答,2019-08-16 03:00:30,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-30,4,mariko06981k,9,,,10.32,10,0,
誤答,2019-08-16 03:00:41,riyoko03951,6,神奈川県,藤沢市,dq30,,,dq30-46,6,mariko06981k,0,,,10.32,10,0,
不合格2度目,2019-08-16 03:00:41,riyoko03951,6,神奈川県,藤沢市,dq30,,,,,mariko06981k,28,0,0,10.32,10,0,
回答開始,2019-08-16 03:04:32,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-18,0,keiko03851k,,,,18.05,10,18.05,
回答開始,2019-08-16 03:04:38,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-25,1,keiko03851k,,,,18.05,10,18.05,
回答開始,2019-08-16 03:04:50,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-7,2,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:04:50,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-25,1,keiko03851k,10,,,18.05,10,18.05,
回答開始,2019-08-16 03:04:54,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-35,3,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:04:54,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-7,2,keiko03851k,4,,,18.05,10,18.05,
回答開始,2019-08-16 03:04:59,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-27,4,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:04:59,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-35,3,keiko03851k,4,,,18.05,10,18.05,
回答開始,2019-08-16 03:05:06,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-10,5,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:05:06,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-27,4,keiko03851k,6,,,18.05,10,18.05,
回答開始,2019-08-16 03:05:13,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-21,6,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:05:13,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-10,5,keiko03851k,6,,,18.05,10,18.05,
回答開始,2019-08-16 03:05:20,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-21,7,keiko03851k,,,,18.05,10,18.05,
正答,2019-08-16 03:05:20,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,dq29-21,6,keiko03851k,5,,,18.05,10,18.05,
合格,2019-08-16 03:05:34,tomoko04781,16,神奈川県,横浜市旭区,dq29,,,,,Rumi08201k,40,0.64,0.06,18.75,10,18.75,
回答開始,2019-08-16 07:18:42,alex05342,29,0,0,dq29,,,dq29-19,1,keiko03851k,,,,20.05,9,20.05,
回答開始,2019-08-16 07:18:48,alex05342,29,0,0,dq29,,,dq29-17,2,keiko03851k,,,,20.05,9,20.05,
正答,2019-08-16 07:18:48,alex05342,29,0,0,dq29,,,dq29-19,1,keiko03851k,4,,,20.05,9,20.05,
回答開始,2019-08-16 07:18:53,alex05342,29,0,0,dq29,,,dq29-9,3,keiko03851k,,,,20.05,9,20.05,
正答,2019-08-16 07:18:53,alex05342,29,0,0,dq29,,,dq29-17,2,keiko03851k,4,,,20.05,9,20.05,
回答開始,2019-08-16 07:19:04,alex05342,29,0,0,dq29,,,dq29-1,4,keiko03851k,,,,20.05,9,20.05,
誤答,2019-08-16 07:19:04,alex05342,29,0,0,dq29,,,dq29-9,3,keiko03851k,10,,,20.05,9,20.05,
回答開始,2019-08-16 07:19:10,alex05342,29,0,0,dq29,,,dq29-12,5,keiko03851k,,,,20.05,9,20.05,
正答,2019-08-16 07:19:10,alex05342,29,0,0,dq29,,,dq29-1,4,keiko03851k,5,,,20.05,9,20.05,
回答開始,2019-08-16 07:19:16,alex05342,29,0,0,dq29,,,dq29-2,6,keiko03851k,,,,20.05,9,20.05,
正答,2019-08-16 07:19:16,alex05342,29,0,0,dq29,,,dq29-12,5,keiko03851k,5,,,20.05,9,20.05,
回答開始,2019-08-16 07:19:22,alex05342,29,0,0,dq29,,,dq29-7,7,keiko03851k,,,,20.05,9,20.05,
正答,2019-08-16 07:19:22,alex05342,29,0,0,dq29,,,dq29-2,6,keiko03851k,5,,,20.05,9,20.05,
正答,2019-08-16 07:19:27,alex05342,29,0,0,dq29,,,dq29-7,7,keiko03851k,4,,,20.05,9,20.05,
合格,2019-08-16 07:19:46,alex05342,29,0,0,dq29,,,,,shiori09541k,45,0.64,0.06,20.76,9,20.75,
回答開始,2019-08-16 07:48:37,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-27,0,michiko06841s,,,,20.68,9,20.68,
回答開始,2019-08-16 07:48:49,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-32,1,michiko06841s,,,,20.68,9,20.68,
回答開始,2019-08-16 07:48:53,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-14,2,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:48:53,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-32,1,michiko06841s,4,,,20.68,9,20.68,
回答開始,2019-08-16 07:48:59,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-12,3,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:48:59,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-14,2,michiko06841s,4,,,20.68,9,20.68,
回答開始,2019-08-16 07:49:04,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-15,4,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:49:04,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-12,3,michiko06841s,4,,,20.68,9,20.68,
回答開始,2019-08-16 07:49:11,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-20,5,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:49:11,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-15,4,michiko06841s,7,,,20.68,9,20.68,
回答開始,2019-08-16 07:49:16,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-16,6,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:49:16,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-20,5,michiko06841s,4,,,20.68,9,20.68,
回答開始,2019-08-16 07:49:20,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-16,7,michiko06841s,,,,20.68,9,20.68,
正答,2019-08-16 07:49:20,syoko07031,16,神奈川県,横浜市旭区,dq25,,,dq25-16,6,michiko06841s,2,,,20.68,9,20.68,
合格,2019-08-16 07:49:36,syoko07031,16,神奈川県,横浜市旭区,dq25,,,,,masayuki06802,35,2.2,0.22,23.1,9,23.1,
回答開始,2019-08-17 07:17:19,yoko04351,47,青森県,黒石市,dq29,,,dq29-29,1,keiko03851k,,,,16.89,10,16.89,
回答開始,2019-08-17 07:17:31,yoko04351,47,青森県,黒石市,dq29,,,dq29-29,2,keiko03851k,,,,16.89,10,16.89,
誤答,2019-08-17 07:17:31,yoko04351,47,青森県,黒石市,dq29,,,dq29-29,1,keiko03851k,10,,,16.89,10,16.89,
誤答,2019-08-17 07:17:57,yoko04351,47,青森県,黒石市,dq29,,,dq29-11,3,mariko06981k,11,,,16.89,10,16.89,
不合格8度目,2019-08-17 07:17:57,yoko04351,47,青森県,黒石市,dq29,,,,,mariko06981k,21,0,0,16.89,10,16.89,
回答開始,2019-08-17 07:20:08,yoko04351,47,青森県,黒石市,dq27,,,dq27-23,1,osamu0522s,,,,16.89,10,16.89,
回答開始,2019-08-17 07:20:12,yoko04351,47,青森県,黒石市,dq27,,,dq27-17,2,osamu0522s,,,,16.89,10,16.89,
正答,2019-08-17 07:20:12,yoko04351,47,青森県,黒石市,dq27,,,dq27-23,1,osamu0522s,3,,,16.89,10,16.89,
回答開始,2019-08-17 07:20:19,yoko04351,47,青森県,黒石市,dq27,,,dq27-18,3,osamu0522s,,,,16.89,10,16.89,
正答,2019-08-17 07:20:19,yoko04351,47,青森県,黒石市,dq27,,,dq27-17,2,osamu0522s,5,,,16.89,10,16.89,
回答開始,2019-08-17 07:20:24,yoko04351,47,青森県,黒石市,dq27,,,dq27-12,4,osamu0522s,,,,16.89,10,16.89,
正答,2019-08-17 07:20:24,yoko04351,47,青森県,黒石市,dq27,,,dq27-18,3,osamu0522s,3,,,16.89,10,16.89,
誤答,2019-08-17 07:20:29,yoko04351,47,青森県,黒石市,dq27,,,dq27-18,4,mariko06981k,4,,,16.89,10,16.89,
不合格9度目,2019-08-17 07:20:29,yoko04351,47,青森県,黒石市,dq27,,,,,mariko06981k,12,0,0,16.89,10,16.89,
回答開始,2019-08-17 07:24:35,kozue00911,22,長野県,松本市,dq27,,,dq27-41,1,osamu0522s,,,,0,10,0,
回答開始,2019-08-17 07:24:39,kozue00911,22,長野県,松本市,dq27,,,dq27-43,2,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:24:39,kozue00911,22,長野県,松本市,dq27,,,dq27-41,1,osamu0522s,4,,,0,10,0,
回答開始,2019-08-17 07:24:45,kozue00911,22,長野県,松本市,dq27,,,dq27-38,3,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:24:45,kozue00911,22,長野県,松本市,dq27,,,dq27-43,2,osamu0522s,4,,,0,10,0,
回答開始,2019-08-17 07:24:51,kozue00911,22,長野県,松本市,dq27,,,dq27-35,4,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:24:51,kozue00911,22,長野県,松本市,dq27,,,dq27-38,3,osamu0522s,5,,,0,10,0,
回答開始,2019-08-17 07:24:54,kozue00911,22,長野県,松本市,dq27,,,dq27-53,5,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:24:54,kozue00911,22,長野県,松本市,dq27,,,dq27-35,4,osamu0522s,2,,,0,10,0,
回答開始,2019-08-17 07:24:58,kozue00911,22,長野県,松本市,dq27,,,dq27-64,6,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:24:58,kozue00911,22,長野県,松本市,dq27,,,dq27-53,5,osamu0522s,2,,,0,10,0,
回答開始,2019-08-17 07:25:02,kozue00911,22,長野県,松本市,dq27,,,dq27-6,7,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:02,kozue00911,22,長野県,松本市,dq27,,,dq27-64,6,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:06,kozue00911,22,長野県,松本市,dq27,,,dq27-17,8,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:06,kozue00911,22,長野県,松本市,dq27,,,dq27-6,7,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:10,kozue00911,22,長野県,松本市,dq27,,,dq27-13,9,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:10,kozue00911,22,長野県,松本市,dq27,,,dq27-17,8,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:16,kozue00911,22,長野県,松本市,dq27,,,dq27-56,10,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:16,kozue00911,22,長野県,松本市,dq27,,,dq27-13,9,osamu0522s,4,,,0,10,0,
回答開始,2019-08-17 07:25:20,kozue00911,22,長野県,松本市,dq27,,,dq27-45,11,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:20,kozue00911,22,長野県,松本市,dq27,,,dq27-56,10,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:23,kozue00911,22,長野県,松本市,dq27,,,dq27-25,12,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:23,kozue00911,22,長野県,松本市,dq27,,,dq27-45,11,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:26,kozue00911,22,長野県,松本市,dq27,,,dq27-29,13,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:26,kozue00911,22,長野県,松本市,dq27,,,dq27-25,12,osamu0522s,2,,,0,10,0,
回答開始,2019-08-17 07:25:30,kozue00911,22,長野県,松本市,dq27,,,dq27-27,14,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:30,kozue00911,22,長野県,松本市,dq27,,,dq27-29,13,osamu0522s,3,,,0,10,0,
回答開始,2019-08-17 07:25:34,kozue00911,22,長野県,松本市,dq27,,,dq27-27,15,osamu0522s,,,,0,10,0,
正答,2019-08-17 07:25:34,kozue00911,22,長野県,松本市,dq27,,,dq27-27,14,osamu0522s,3,,,0,10,0,
合格,2019-08-17 07:25:52,kozue00911,22,長野県,松本市,dq27,,,,,mariko06981k,49,16.41,1.64,18.05,10,18.05,
回答開始,2019-09-29 04:50:22,keiko03851k,51,青森県,黒石市,dq30,,,dq30-38,1,mariko06981k,,,,15.93,10,15.93,
回答開始,2019-09-29 04:50:27,keiko03851k,51,青森県,黒石市,dq30,,,dq30-34,2,mariko06981k,,,,15.93,10,15.93,
誤答,2019-09-29 04:50:27,keiko03851k,51,青森県,黒石市,dq30,,,dq30-38,1,mariko06981k,3,,,15.93,10,15.93,
正答,2019-09-29 04:50:31,keiko03851k,51,青森県,黒石市,dq30,,,dq30-34,2,mariko06981k,2,,,15.93,10,15.93,
回答開始,2019-09-29 04:50:31,keiko03851k,51,青森県,黒石市,dq30,,,dq30-48,3,mariko06981k,,,,15.93,10,15.93,
回答開始,2019-09-29 04:50:41,keiko03851k,51,青森県,黒石市,dq30,,,dq30-48,4,mariko06981k,,,,15.93,10,15.93,
誤答,2019-09-29 04:50:41,keiko03851k,51,青森県,黒石市,dq30,,,dq30-48,3,mariko06981k,9,,,15.93,10,15.93,
誤答,2019-09-29 04:50:44,keiko03851k,51,青森県,黒石市,dq30,,,dq30-62,5,mariko06981k,10,,,15.93,10,15.93,
不合格2度目,2019-09-29 04:50:44,keiko03851k,51,青森県,黒石市,dq30,,,,,mariko06981k,22,0,0,15.93,10,15.93,
回答開始,2019-10-08 05:18:09,keiko03851k,51,青森県,黒石市,dq30,,,dq30-62,1,mariko06981k,,,,15.93,10,15.93,
回答開始,2019-10-08 05:18:20,keiko03851k,51,青森県,黒石市,dq30,,,dq30-22,2,mariko06981k,,,,15.93,10,15.93,
正答,2019-10-08 05:18:20,keiko03851k,51,青森県,黒石市,dq30,,,dq30-62,1,mariko06981k,9,,,15.93,10,15.93,
回答開始,2019-10-08 05:18:26,keiko03851k,51,青森県,黒石市,dq30,,,dq30-22,3,mariko06981k,,,,15.93,10,15.93,
誤答,2019-10-08 05:18:26,keiko03851k,51,青森県,黒石市,dq30,,,dq30-22,2,mariko06981k,5,,,15.93,10,15.93,
誤答,2019-10-08 05:18:38,keiko03851k,51,青森県,黒石市,dq30,,,dq30-26,4,yoko04351,0,,,15.93,10,15.93,
不合格3度目,2019-10-08 05:18:38,keiko03851k,51,青森県,黒石市,dq30,,,,,yoko04351,27,0,0,15.93,10,15.93,
回答開始,2019-10-08 05:21:18,keiko03851k,51,青森県,黒石市,dq29,,,dq29-36,0,keiko03851k,,,,15.93,10,15.93,
回答開始,2019-10-08 05:21:30,keiko03851k,51,青森県,黒石市,dq29,,,dq29-16,1,keiko03851k,,,,15.93,10,15.93,
回答開始,2019-10-08 05:21:37,keiko03851k,51,青森県,黒石市,dq29,,,dq29-34,2,keiko03851k,,,,15.93,10,15.93,
正答,2019-10-08 05:21:37,keiko03851k,51,青森県,黒石市,dq29,,,dq29-16,1,keiko03851k,6,,,15.93,10,15.93,
回答開始,2019-10-08 05:21:44,keiko03851k,51,青森県,黒石市,dq29,,,dq29-1,3,keiko03851k,,,,15.93,10,15.93,
正答,2019-10-08 05:21:44,keiko03851k,51,青森県,黒石市,dq29,,,dq29-34,2,keiko03851k,6,,,15.93,10,15.93,
回答開始,2019-10-08 05:21:51,keiko03851k,51,青森県,黒石市,dq29,,,dq29-33,4,keiko03851k,,,,15.93,10,15.93,
正答,2019-10-08 05:21:51,keiko03851k,51,青森県,黒石市,dq29,,,dq29-1,3,keiko03851k,5,,,15.93,10,15.93,
回答開始,2019-10-08 05:21:58,keiko03851k,51,青森県,黒石市,dq29,,,dq29-9,5,keiko03851k,,,,15.93,10,15.93,
正答,2019-10-08 05:21:58,keiko03851k,51,青森県,黒石市,dq29,,,dq29-33,4,keiko03851k,6,,,15.93,10,15.93,
回答開始,2019-10-08 05:22:04,keiko03851k,51,青森県,黒石市,dq29,,,dq29-4,6,keiko03851k,,,,15.93,10,15.93,
誤答,2019-10-08 05:22:04,keiko03851k,51,青森県,黒石市,dq29,,,dq29-9,5,keiko03851k,5,,,15.93,10,15.93,
